TESTS & DOCUMENTS 3D PRINTED CONNECTOR ,750,3D PRINTING (level 1),FEEDBACK
DOCUMENTS - HOW TO OPERATE 3D PRINTER,0,,Observed work-in-progress but not on website.
IDENTIFIES THE MODEL OF PRINTER USED,0,, 
DESCRIBES - THE BED LEVELING PROCESS,0,, 
DESCRIBES - WHAT INFILL IS,0,, 
UNDERSTANDS - WHAT SLICER SOFTWARE DOES,0,,
UNDERTSANDS - WHAT AN .STL FILE IS,0,,
UNDERSTANDS - HOW TO USE SUPPORTS,0,,
UNDERSTANDS - WHAT G-CODE IS,0,,
OPTIMIZES DESIGN TO PRINT IN  LESS THAN 60min,0,,
REFLECTS AND OBSERVES - HOW TO IMPROVE DESIGN?,0,,
USES THE RIGHT TERMINOLOGY,0,,
INCLUDES LINK TO GCODE FILE,0,,
EXTRA EFFORT - TEST THE TOLERANCES OF THE 3D PRINTER,0,,
EXTRA EFFORT - MAKE CHANGES IN DESIGN TO IMPROVE 3D PRINT,0,,
,50%,,